STRUCTURE_NUMBER_008,LOCATION_009,COORDINATES,lat,lon,ADT_029,DETOUR_KILOS_019,DETOUR_MILES,HISTORY_037,S_symbolic,E_economic,D_detour,ED,CF,Risk_Level,Street_View_URL,Risk_Explanation
121020325601131.00,'0.6 MI S OF FM 1093',"(29.727636, -95.557378)",29.72763611111111,-95.55737777777776,29000,6,3.728226,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.727636,-95.557378",
121020325601132.00,'2.2 MI S OF FM 1093',"(29.704528, -95.557397)",29.704527777777777,-95.55739722222222,61840,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.704528,-95.557397",
121020325601133.00,'2.2 MI S OF FM 1093',"(29.704331, -95.557242)",29.704330555555558,-95.55724166666668,61840,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.704331,-95.557242",
121020325601138.00,'2.0 MI N OF US 59',"(29.689486, -95.557536)",29.689486111111112,-95.5575361111111,61840,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.689486,-95.557536",
121020325601139.00,'2.0 MI N OF US 59',"(29.6894, -95.557272)",29.6894,-95.55727222222222,61840,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.689400,-95.557272",
121020325601166.00,'1.8 MI S OF US 290',"(29.850297, -95.563919)",29.850297222222224,-95.56391944444444,41423,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.850297,-95.563919",
121020325601167.00,'1.8 MI S OF US 290',"(29.850306, -95.563697)",29.85030555555556,-95.56369722222222,41423,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.850306,-95.563697",
121020325601170.00,'3.75 MI S OF US 290',"(29.822739, -95.563853)",29.82273888888889,-95.56385277777775,43500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.822739,-95.563853",
121020325601171.00,'3.75 MI S OF US 290',"(29.8227, -95.563636)",29.8227,-95.56363611111112,43500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.822700,-95.563636",
121020325601172.00,'1.9 MI N OF IH 10',"(29.812722, -95.563803)",29.812722222222224,-95.56380277777778,27000,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.812722,-95.563803",
121020325601173.00,'1.9 MI N OF IH 10',"(29.812717, -95.563578)",29.812716666666667,-95.56357777777778,27000,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.812717,-95.563578",
121020325601174.00,'0.4 MI N OF IH 10',"(29.790808, -95.563314)",29.79080833333333,-95.56331388888889,27000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.790808,-95.563314",
121020325601175.00,'0.4 MI N OF IH 10',"(29.790825, -95.563106)",29.790825,-95.56310555555557,27000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.790825,-95.563106",
121020325601182.00,'0.50 MI N  OF US 290',"(29.879019, -95.548872)",29.879019444444445,-95.54887222222222,32438,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.879019,-95.548872",
121020325601193.00,'2.60 MI W OF SH 249',"(29.923875, -95.555147)",29.923875,-95.55514722222222,28500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.923875,-95.555147",
121020325601194.00,'2.60 MI W  OF SH 249',"(29.923844, -95.554928)",29.923844444444445,-95.55492777777778,28500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.923844,-95.554928",
121020325601208.00,'0.05 Mi S of Westpark Twy',"(29.717097, -95.557969)",29.717097222222225,-95.55796944444444,30562,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.717097,-95.557969",
121020325601211.00,'1.80 MI W  OF SH 249',"(29.929919, -95.544225)",29.929919444444444,-95.544225,28500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.929919,-95.544225",
121020325601212.00,'1.80 MI W  OF SH 249',"(29.929717, -95.544153)",29.929716666666668,-95.54415277777778,28500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.929717,-95.544153",
121020325601213.00,'1.20 MI W OF SH 249',"(29.933572, -95.534694)",29.93357222222222,-95.53469444444444,28500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.933572,-95.534694",
121020325601214.00,'1.20 MI W OF SH 249',"(29.933753, -95.534772)",29.933752777777777,-95.53477222222222,28500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.933753,-95.534772",
121020325601251.00,'0.80 MI W  OF SH 249',"(29.935706, -95.529186)",29.93570555555556,-95.52918611111112,28500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.935706,-95.529186",
121020325601252.00,'0.80 MI W  OF SH 249',"(29.935933, -95.529325)",29.93593333333333,-95.529325,28500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.935933,-95.529325",
121020325601401.00,'4.9 MI E OF SH 6',"(29.780194, -95.562731)",29.780194444444444,-95.56273055555556,43481,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.780194,-95.562731",
121020325601508.00,'1.0 MI S of FM 1093',"(29.722172, -95.557133)",29.72217222222222,-95.55713333333333,25000,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.722172,-95.557133",
121020325602027.00,'0.6 MI E OF GREENSPOINT',"(29.939125, -95.397219)",29.939125,-95.39721944444445,80357,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939125,-95.397219",
121020325602028.00,'0.6 MI E OF GREENSPOINT',"(29.939397, -95.397136)",29.939397222222222,-95.39713611111112,80357,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939397,-95.397136",
121020325602029.00,'.5MI E OF IMPERIAL VALLEY',"(29.938631, -95.390128)",29.938630555555555,-95.39012777777778,83757,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.938631,-95.390128",
121020325602094.00,'.5MI E OF IMPERIAL VALLEY',"(29.938731, -95.390172)",29.938730555555555,-95.39017222222223,83757,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.938731,-95.390172",
121020325602096.00,'0.25 MI N OF BLACKWOOD',"(29.939239, -95.381308)",29.939238888888887,-95.38130833333332,60321,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939239,-95.381308",
121020325602099.00,'1.5 MI E OF ANTOINE',"(29.938081, -95.458297)",29.938080555555555,-95.45829722222224,27242,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.938081,-95.458297",
121020325602100.00,'1.5 MI E OF ANTOINE',"(29.937569, -95.45775)",29.93756944444445,-95.45775,35174,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937569,-95.457750",
121020325602101.00,'1.9 MI E OF ANTOINE',"(29.937425, -95.451425)",29.937425,-95.451425,35174,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937425,-95.451425",
121020325602102.00,'1.9 MI E OF ANTOINE',"(29.938186, -95.450489)",29.93818611111111,-95.4504888888889,27242,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.938186,-95.450489",
121020325602103.00,'1.22 MI W OF US 59',"(29.939442, -95.315758)",29.939441666666667,-95.31575833333332,69411,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939442,-95.315758",
121020325602104.00,'1.22 MI W OF US 59',"(29.939247, -95.315597)",29.93924722222222,-95.31559722222222,69411,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939247,-95.315597",
121020325602105.00,'.5 MI E OF ALDINE W FIELD',"(29.939156, -95.349733)",29.939155555555555,-95.34973333333332,56989,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939156,-95.349733",
121020325602106.00,'.5 MI E OF ALDINE W FIELD',"(29.938964, -95.349731)",29.93896388888889,-95.34973055555557,56989,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.938964,-95.349731",
121020325602145.00,'0.7 MI W OF IH 45',"(29.939617, -95.424586)",29.939616666666662,-95.42458611111113,92651,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939617,-95.424586",
121020325602146.00,'0.7 MI W OF IH 45',"(29.939817, -95.424511)",29.939816666666665,-95.42451111111112,92651,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939817,-95.424511",
121020325602148.00,'0.3 MI E OF IH 45',"(29.940639, -95.407494)",29.940638888888888,-95.40749444444444,72010,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.940639,-95.407494",
121020325602223.00,'1 MI E OF SH 249',"(29.937167, -95.497986)",29.937166666666663,-95.49798611111112,85219,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937167,-95.497986",
121020325602224.00,'1 MI E OF SH 249',"(29.937256, -95.498008)",29.93725555555556,-95.49800833333332,85219,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937256,-95.498008",
121020325602225.00,'0.8 MI E OF BAMMEL N HOU',"(29.937358, -95.483231)",29.93735833333333,-95.48323055555556,85219,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937358,-95.483231",
121020325602226.00,'0.8 MI E OF BAMMEL N HOU',"(29.937556, -95.483236)",29.937555555555555,-95.48323611111113,85219,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937556,-95.483236",
121020325602228.00,'1.4 MI E OF ANTOINE',"(29.937742, -95.460119)",29.937741666666668,-95.46011944444444,72952,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937742,-95.460119",
121020325602235.00,'0.4 MI E OF ALDINE-WEST',"(29.937736, -95.451072)",29.93773611111111,-95.45107222222222,56575,5,3.106855,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937736,-95.451072",
121020325602236.00,'0.4 MI E OF ALDINE-WEST',"(29.937925, -95.450908)",29.937925,-95.45090833333332,45260,5,3.106855,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937925,-95.450908",
121020325602237.00,'1.9 MI W OF IH 45',"(29.937608, -95.454936)",29.937608333333333,-95.45493611111112,56575,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937608,-95.454936",
121020325602238.00,'1.9 MI W OF IH 45',"(29.937814, -95.454931)",29.93781388888889,-95.45493055555556,56575,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937814,-95.454931",
121020325602387.00,'BWY 8/US59 N INTERCHANGE',"(29.94005, -95.304931)",29.94005,-95.30493055555556,60657,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.940050,-95.304931",
121020325602388.00,'BWY 8/US59 N INTERCHANGE',"(29.940228, -95.2939)",29.94022777777778,-95.2939,60657,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.940228,-95.293900",
121020325602389.00,'0.50 MI W OF US 59',"(29.939867, -95.3034)",29.939866666666667,-95.3034,71059,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939867,-95.303400",
121020325602391.00,'AT SH249&BW8 INTERCHANGE',"(29.937294, -95.51865)",29.937294444444444,-95.51865,27030,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937294,-95.518650",
121020325602399.00,'0.50 MI W OF US 59',"(29.940075, -95.303422)",29.940075,-95.30342222222222,71059,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.940075,-95.303422",
121020325602479.00,'2.83 MI E OF US 59',"(29.934656, -95.249564)",29.934655555555555,-95.24956388888889,63500,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.934656,-95.249564",
121020325602480.00,'3.77 MI E OF US 59',"(29.934042, -95.234053)",29.934041666666666,-95.23405277777778,70460,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.934042,-95.234053",
121020325602481.00,'4.28 MI E OF US 59',"(29.934114, -95.225689)",29.934113888888888,-95.2256888888889,63500,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.934114,-95.225689",
121020325602482.00,'1.65 MI E OF US 59',"(29.938539, -95.268539)",29.93853888888889,-95.26853888888888,63500,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.938539,-95.268539",
121020325603059.00,'0.5 MI S OF NEW US 90',"(29.827736, -95.171092)",29.82773611111111,-95.17109166666668,54112,5,3.106855,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.827736,-95.171092",
121020325603060.00,'0.30 MI NE GENOA-RED BLUF',"(29.63425, -95.166506)",29.63425,-95.16650555555556,29890,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.634250,-95.166506",
121020325603061.00,'0.4 MI S OF OLD US 90',"(29.837867, -95.1821)",29.837866666666667,-95.1821,54112,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.837867,-95.182100",
121020325603062.00,'AT BWY 8/OLD US 90 INTER',"(29.843131, -95.185903)",29.843130555555557,-95.18590277777778,26257,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.843131,-95.185903",
121020325603071.00,'0.40 MI NE OF IH 45',"(29.609297, -95.200411)",29.609297222222224,-95.20041111111112,41860,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.609297,-95.200411",
121020325603075.00,'BLTWY 8 @ SHIP CHANNEL',"(29.731503, -95.146747)",29.731502777777777,-95.14674722222225,65551,16,9.941936,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.731503,-95.146747",
121020325603077.00,'0.35 MI NE OF SH 3',"(29.618908, -95.187389)",29.618908333333334,-95.18738888888888,66517,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.618908,-95.187389",
121020325603158.00,'0.35 MI SW OF IH 45',"(29.603503, -95.209644)",29.60350277777778,-95.20964444444444,66000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.603503,-95.209644",
121020325603253.00,'3.1 MI NE OF IH 45',"(29.630597, -95.170264)",29.63059722222222,-95.1702638888889,25000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.630597,-95.170264",
121020325603254.00,'3.1 MI NE OF IH 45',"(29.630622, -95.170456)",29.63062222222222,-95.17045555555556,25000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.630622,-95.170456",
121020325603257.00,'0.40 MI N OF WOODFOREST',"(29.796161, -95.163042)",29.79616111111111,-95.16304166666669,97071,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.796161,-95.163042",
121020325603258.00,'2.55 MI N  OF IH 10',"(29.808744, -95.163378)",29.808744444444446,-95.16337777777778,97071,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.808744,-95.163378",
121020325603268.00,'3.3 MI NE OF IH 45',"(29.633225, -95.167442)",29.633225,-95.16744166666668,25000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.633225,-95.167442",
121020325603270.00,'3.3 MI NE OF IH 45',"(29.633325, -95.167567)",29.633325,-95.16756666666669,25000,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.633325,-95.167567",
121020325603315.00,'2.5 MI S OF SH 225',"(29.675956, -95.156119)",29.67595555555556,-95.15611944444446,69460,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.675956,-95.156119",
121020325603316.00,'1.5 MI S OF SH 225',"(29.690081, -95.153569)",29.69008055555556,-95.15356944444444,29970,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.690081,-95.153569",
121020325603317.00,'0.7 MI S OF SH 225',"(29.701675, -95.153508)",29.701675,-95.15350833333332,29970,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.701675,-95.153508",
121020325603345.00,'1.80 MI NW OF FM 1959',"(29.608328, -95.204883)",29.60832777777778,-95.20488333333334,33678,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.608328,-95.204883",
121020325603375.00,'3.0 MI S OF SH 225',"(29.66895, -95.156025)",29.66895,-95.156025,70069,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.668950,-95.156025",
121020325603376.00,'3.0 MI S OF SH 225',"(29.668739, -95.1558)",29.66873888888889,-95.1558,70069,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.668739,-95.155800",
121020325603377.00,'5.0 MI NE OF IH 45 (S)',"(29.659719, -95.156331)",29.659719444444445,-95.15633055555556,70069,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.659719,-95.156331",
121020325603378.00,'5.0 MI NE OF IH 45 (S)',"(29.659786, -95.156117)",29.65978611111111,-95.15611666666668,70069,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.659786,-95.156117",
121020325603379.00,'4.7 MI NE OF IH 45 (S)',"(29.654817, -95.15625)",29.654816666666665,-95.15625,70069,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.654817,-95.156250",
121020325603380.00,'4.7 MI NE OF IH 45 (S)',"(29.655044, -95.156058)",29.65504444444444,-95.15605833333332,70069,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.655044,-95.156058",
121020325603483.00,'3.99 MI N OF US 90 BUS',"(29.896086, -95.203183)",29.89608611111111,-95.20318333333334,63500,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.896086,-95.203183",
121020325603484.00,'3.73 MI N OF US 90 BUS',"(29.890844, -95.202981)",29.890844444444443,-95.20298055555556,63500,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.890844,-95.202981",
121020325603485.00,'5.46 MI E OF US 59',"(29.931217, -95.20755)",29.931216666666668,-95.20755,63500,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.931217,-95.207550",
121020325603486.00,'5.76 MI N OF US 90 BUS',"(29.924589, -95.199408)",29.92458888888889,-95.19940833333334,63500,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.924589,-95.199408",
121020325603487.00,'1.89 MI N OF US 90 BUS',"(29.870639, -95.187731)",29.87063888888889,-95.18773055555556,63500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.870639,-95.187731",
121020325603488.00,'2.93 MI N OF US 90 BUS',"(29.883167, -95.196044)",29.883166666666668,-95.19604444444444,63500,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.883167,-95.196044",
121020325603489.00,'4.26 MI N OF US 90 BUS',"(29.906711, -95.202347)",29.90671111111111,-95.20234722222224,63500,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.906711,-95.202347",
121020325603490.00,'0.9 MI NW OF US 90',"(29.843083, -95.185353)",29.843083333333333,-95.18535277777778,51050,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.843083,-95.185353",
121020325603491.00,'1.6 MI N OF US 90',"(29.853275, -95.187069)",29.853275,-95.18706944444445,40500,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.853275,-95.187069",
121020325603498.00,'3.2 MI S OF SH 225',"(29.665639, -95.155786)",29.66563888888889,-95.15578611111113,49665,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.665639,-95.155786",
121020325603499.00,'2.10 MI S OF SH 225',"(29.681558, -95.155408)",29.68155833333333,-95.15540833333334,49665,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.681558,-95.155408",
121020325603500.00,'1.95 MI S OF SH 225',"(29.683864, -95.1547)",29.68386388888889,-95.1547,49665,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.683864,-95.154700",
121020325603504.00,'1.2 MI S OF IH 10',"(29.754878, -95.145892)",29.75487777777778,-95.14589166666669,60994,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.754878,-95.145892",
121020325603505.00,'1.2 MI S OF IH 10',"(29.754917, -95.14615)",29.754916666666663,-95.14615,60994,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.754917,-95.146150",
121020325604287.00,'0.8 MI E OF SH 288',"(29.597914, -95.371094)",29.59791388888889,-95.37109444444444,57437,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.597914,-95.371094",
121020325604288.00,'1.3 MI E OF SH 288',"(29.598039, -95.362972)",29.598038888888887,-95.3629722222222,57437,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.598039,-95.362972",
121020325604293.00,'3.90 MI E SH288 & BW8',"(29.600553, -95.331694)",29.60055277777778,-95.33169444444444,94773,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.600553,-95.331694",
121020325604326.00,'1.9 MI E OF US 90A',"(29.608992, -95.484047)",29.608991666666668,-95.48404722222222,29970,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.608992,-95.484047",
121020325604335.00,'0.85 MI W OF SH 288',"(29.597078, -95.400603)",29.597077777777777,-95.40060277777778,83429,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.597078,-95.400603",
121020325604340.00,'2.5 MI E OF SH 288',"(29.600181, -95.340867)",29.60018055555556,-95.34086666666666,29970,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.600181,-95.340867",
121020325604358.00,'0.50 MI E  OF SH 35',"(29.600106, -95.278156)",29.60010555555556,-95.27815555555556,92432,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.600106,-95.278156",
121020325604361.00,'3.25 MI E  OF SH 35',"(29.600886, -95.233094)",29.600886111111112,-95.23309444444445,93232,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.600886,-95.233094",
121020331201001.00,'1.00 MI SE OF NASA RD 1',"(29.534856, -95.095869)",29.53485555555556,-95.09586944444445,38249,3,1.864113,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.534856,-95.095869",
121020351005035.00,'0.9 MI S OF IH 10',"(29.772064, -95.777061)",29.772063888888887,-95.77706111111112,30450,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.772064,-95.777061",
121020351005036.00,'0.90 MI S OF IH 10',"(29.772094, -95.777344)",29.772094444444445,-95.77734444444444,30450,0,0.0,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.772094,-95.777344",
121020351005062.00,'1.98 MI S OF US 290',"(29.961264, -95.769575)",29.961263888888887,-95.769575,27912,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.961264,-95.769575",
121020351005066.00,'1.1 MI N OF IH 10',"(29.801892, -95.775344)",29.801891666666663,-95.77534444444444,28600,2,1.242742,5,1,4,2,8,9,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.801892,-95.775344",
