STRUCTURE_NUMBER_008,COUNTY_CODE_003,LOCATION_009,"coordinates (lat, lon)",N_wildfires_within_1mi,T_years_wildfire_obs,lambda_wildfire,p_wildfire,V_elem_wildfire,V_age_wildfire,V_des_wildfire,wildfire_design_row_43B,wildfire_material_class,sdes_wildfire_raw_0to5,Risk_wildfire,Risk_Level,Risk_Explanation,Street_View_URL
1.217E+14,339,'1.53 MI SE OF SH 105',"30.293508, -95.464000",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.293508,-95.464000"
121700A11538010,339,'0.15 MI E OF WILLOW CRK P',"30.146111, -95.409736",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.146111,-95.409736"
121700A71506010,339,'0.1 MI N OF LAKE BEND SHR',"30.123272, -95.379128",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Arch - Deck,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.123272,-95.379128"
121700B31717010,339,'0.05 MI N OF NORTHPARK',"30.069839, -95.218728",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.069839,-95.218728"
1.3235E+14,469,'5.85 MI SE OF US 59',"28.727650, -96.885889",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.727650,-96.885889"
142270B01610001,453,'0.75 MI N of US 290',"30.236836, -97.771317",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.236836,-97.771317"
142270B01759006,453,'1.29 MI E OF US 183',"30.297606, -97.641078",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.297606,-97.641078"
142460AA1869001,491,'.8 MI S OF SH29',"30.644414, -97.778142",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.644414,-97.778142"
142460L03350001,491,'0.21 MI N OF US 79',"30.553222, -97.562397",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.553222,-97.562397"
1.5007E+14,13,'0.85 MI N OF FM 3175',"29.205203, -98.682172",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Slab,Concrete Continuous,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.205203,-98.682172"
150150C00240001,29,'0.95 MI SW OF LP 1604',"29.537428, -98.328481",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.537428,-98.328481"
150150M09923011,29,'0.43 MI E OF LP 1604',"29.499947, -98.281572",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.499947,-98.281572"
150460B00600001,91,'0.15 MI E OF S WALNUT AVE',"29.681717, -98.122233",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.681717,-98.122233"
1.6126E+14,249,'0.6 MI S OF SH 44',"27.740869, -98.109986",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.740869,-98.109986"
1.7021E+14,41,'0.6 MI SE OF FM 2818',"30.579939, -96.320908",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.579939,-96.320908"
1.7021E+14,41,'1.8 MI W OF SH 6',"30.552744, -96.285936",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.552744,-96.285936"
170210AM0100001,41,'0.14 MI NW OF FM 60',"30.609050, -96.359692",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.609050,-96.359692"
170210B00369002,41,'0.05 MI W OF OL KURTEN RD',"30.688939, -96.364783",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.688939,-96.364783"
170210B00825001,41,'0.35 MI W OF FM 60',"30.652481, -96.300842",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.652481,-96.300842"
1.7145E+14,289,'0.7 MI S OF FM 831',"31.409708, -95.906978",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Masonry,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.409708,-95.906978"
1.7236E+14,471,'0.33 MI E OF IH 45 EFR',"30.543875, -95.490708",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.543875,-95.490708"
1.8057E+14,113,'0.9 Mi. S of IH 30',"32.762808, -96.805986",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Masonry,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.762808,-96.805986"
1805709B5580001,113,'0.40 MI N OF IH 20',"32.660050, -96.752331",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.660050,-96.752331"
1805709C4950005,113,'0.1 MI N OF IH 30 N FR',"32.769486, -96.896706",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.769486,-96.896706"
1805709P1350003,113,'0.2 Mi W of Lawnview',"32.775833, -96.721025",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.775833,-96.721025"
1805709V5960001,113,'0.4M N OF CONTINENTAL AVE',"32.788883, -96.810958",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Slab,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.788883,-96.810958"
180610W00471001,121,'0.07 Mi SW of Hardeman',"33.077683, -97.299600",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.077683,-97.299600"
180610W00471002,121,'0.3 Mi W of FM 156',"33.078419, -97.300078",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.078419,-97.300078"
181990C00748002,397,'0.10 MI NW OF SH 276',"32.907872, -96.438842",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.907872,-96.438842"
1.9019E+14,37,'1.30 MI E OF FM 2878',"33.451411, -94.099322",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.451411,-94.099322"
1.9019E+14,37,'0.50 MI E OF FM 559',"33.460483, -94.079375",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.460483,-94.079375"
190190B00952001,37,'1.1 MI W OF FM 559',"33.457422, -94.108197",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.457422,-94.108197"
1.9032E+14,63,'3.60 MI S OF US 271',"32.928053, -94.959269",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.928053,-94.959269"
1.9183E+14,365,'0.15 MI SE OF US 79',"32.172269, -94.357958",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.172269,-94.357958"
192250AA0145001,449,'0.6 MI W OF FM 2152',"33.256586, -95.007297",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.256586,-95.007297"
192300AA0322001,459,'0.3 MI W OF FM 1650',"32.668886, -94.804994",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.668886,-94.804994"
2.0122E+14,241,'4.55 MI N OF FM 363',"30.730336, -93.925908",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.730336,-93.925908"
201760AA0344001,351,'1.40 MI NE OF SH 87',"30.777792, -93.786911",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.777792,-93.786911"
2.0229E+14,457,'1.40 MI W OF JASPER C/L',"30.984106, -94.268078",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.984106,-94.268078"
2.0229E+14,457,'3.10 MI E  OF US 69',"30.619819, -94.356458",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.619819,-94.356458"
2.1109E+14,215,'1.65 MI E of FM 886',"26.258997, -98.531953",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.258997,-98.531953"
2.1109E+14,215,'1.65 MI E of FM 886',"26.258633, -98.532003",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.258633,-98.532003"
2.1109E+14,215,'2.1 MI S OF SH 107',"26.270614, -98.155536",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.270614,-98.155536"
2.2142E+14,283,'1.8 MI N of FM 468',"28.462653, -99.231575",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.462653,-99.231575"
230470AA0344001,93,'0.30 MI SE OF US 377',"31.936547, -98.494150",16,29,0.551724137931035,0.424044073629128,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.56539209817217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.936547,-98.494150"
1.11701E+13,231,'1.6MI SJCT SH50/24&FM1568',"33.191619, -95.899572",11,29,0.379310344827586,0.315666799561637,1.0,1.34285714285714,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.56519388873893,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.191619,-95.899572"
142270AA0868003,453,'0.09 MI S OF HOG EYE ROAD',"30.284303, -97.461189",11,29,0.379310344827586,0.315666799561637,1.0,1.34285714285714,1.33333333333333,Culvert,Steel,3.0,0.56519388873893,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.284303,-97.461189"
161290AA0262001,255,'0.60 MI W OF SH 80',"29.071097, -97.803108",11,29,0.379310344827586,0.315666799561637,1.0,1.34285714285714,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.56519388873893,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.071097,-97.803108"
1805709M3160001,113,'0.2 MI E OF ROLLING ROCK',"32.874061, -96.690778",11,29,0.379310344827586,0.315666799561637,1.0,1.34285714285714,1.33333333333333,Culvert,Concrete,3.0,0.56519388873893,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.874061,-96.690778"
1.9019E+14,37,'0.90 MI E OF FM 559',"33.462028, -94.072289",11,29,0.379310344827586,0.315666799561637,1.0,1.34285714285714,1.33333333333333,Culvert,Concrete,3.0,0.56519388873893,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.462028,-94.072289"
1.9103E+14,203,'0.80 MI W OF US 59',"32.573417, -94.359922",11,29,0.379310344827586,0.315666799561637,1.0,1.34285714285714,1.33333333333333,Culvert,Concrete,3.0,0.56519388873893,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.573417,-94.359922"
4.191E+13,381,'1.6 Mi SE of FM 3331',"34.979625, -101.880567",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.979625,-101.880567"
4.191E+13,381,'1.6 Mi SE of FM 331',"34.979692, -101.880153",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.979692,-101.880153"
5.219E+13,437,'FM 145 @ IH 27',"34.369136, -101.766569",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.369136,-101.766569"
1.2102E+14,201,'0.3 MI E OF IH 45',"29.940481, -95.407461",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.940481,-95.407461"
1.2102E+14,201,'0.3 MI E OF IH 45',"29.941131, -95.409597",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.941131,-95.409597"
1.2102E+14,201,'0.6 MI E OF GREENSPOINT',"29.939125, -95.397219",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939125,-95.397219"
1.2102E+14,201,'0.6 MI E OF GREENSPOINT',"29.939397, -95.397136",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.939397,-95.397136"
121020B52313009,201,'AT US 90A / S POST OAK',"29.646839, -95.463661",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.646839,-95.463661"
121020B52313010,201,'AT US 90A / S POST OAK',"29.648697, -95.463861",8,29,0.275862068965517,0.241082398167711,1.0,1.17142857142857,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.564821618564352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.648697,-95.463861"
011170AA0628001,231,'0.6 Mi E of SH 34',"32.999197, -96.096378",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.999197,-96.096378"
020730AA0226001,143,'0.05 MI E OF US 281',"32.150258, -98.139553",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.150258,-98.139553"
2.22001E+13,439,'Chisholm @ Hulen',"32.720794, -97.385264",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.720794,-97.385264"
2.22001E+13,439,'IH-30 WB to 121 SB @ Trin',"32.733219, -97.359606",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.733219,-97.359606"
2.22001E+13,439,'FP Blvd to 121 S @ Univer',"32.733108, -97.359550",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.733108,-97.359550"
2.22001E+13,439,'SH 121N to FP @ Trinity',"32.732992, -97.359422",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.732992,-97.359422"
4.19103E+13,381,'2.9 MI E OF IH 27',"35.120061, -101.858700",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.120061,-101.858700"
091100AA0349001,217,'0.7 MI E OF IH35 FR',"32.022147, -97.085122",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.022147,-97.085122"
091100AA0535001,217,'1.6 MI W OF FM 309',"32.044989, -97.257828",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.044989,-97.257828"
091100AA0871001,217,'0.90 MI W OF IH 35 SBFR',"31.878228, -97.098272",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.878228,-97.098272"
091100AA3175002,217,'0.45 MI SW OF SH 171',"31.921742, -96.918967",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.921742,-96.918967"
102010AA0346101,401,'0.4 MI S OF US 79',"32.147969, -94.671089",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.147969,-94.671089"
102010AA0374101,401,'0.7 MI N OF FM 1798',"32.023350, -94.704036",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.023350,-94.704036"
102010AA0445101,401,'0.7 MI S OF US 79',"32.060939, -94.898625",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.060939,-94.898625"
102010AA3168105,401,'1.6mi N of FM 2496',"31.946564, -94.723242",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.946564,-94.723242"
102010AA3198102,401,'1.3 MI SE OF US 84',"31.907942, -94.658442",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.907942,-94.658442"
102120AA0217102,423,'1.15 MI N  OF FM 850',"32.298172, -95.004936",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.298172,-95.004936"
102340AA3120101,467,'0.20 MI N  OF IH 20 NFR',"32.582742, -95.858042",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.582742,-95.858042"
111740AA0369002,347,'0.9 MI SW OF FM 2782',"31.531450, -94.789883",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.531450,-94.789883"
1.2102E+14,201,'0.50 MI NW OF BW 8',"29.611075, -95.210522",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.611075,-95.210522"
1.2102E+14,201,'0.50 MI NW OF BW 8',"29.611183, -95.210369",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.611183,-95.210369"
1.2102E+14,201,'0.50 MI NW OF BW 8',"29.610850, -95.210781",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.610850,-95.210781"
121700A00773023,339,'0.17 MI E OF WOODLOCH',"30.162261, -95.452561",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Truss - Deck,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.162261,-95.452561"
121700AA0718001,339,'0.1 MI W OF IH 45',"30.161231, -95.451725",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Girder & Floorbeam,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.161231,-95.451725"
122370AA0222002,473,'3.35 MI S OF FM 1488',"30.149925, -95.817492",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.149925,-95.817492"
122370AA0313001,473,'0.25 MI E  OF KYLE RD',"30.217200, -95.884219",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.217200,-95.884219"
132350AA0184001,469,'2.6 MI S OF OLD GOLIAD RD',"28.761775, -97.035122",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.761775,-97.035122"
140110AA0271002,21,'3.0 MI W of SPUR 304',"29.950631, -97.317056",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.950631,-97.317056"
140110AA0415001,21,'0.1 MI SW OF FM 535',"30.106167, -97.511772",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.106167,-97.511772"
141440AA0067001,287,'1.2  MI S  OF US 77',"30.219750, -96.936294",12,29,0.413793103448276,0.338862275768145,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.564770459613574,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.219750,-96.936294"
