STRUCTURE_NUMBER_008,LOCATION_009,ADT_029,PERCENT_ADT_TRUCK_109,INVENTORY_RATING_066,YEAR_BUILT_027,SUPERSTRUCTURE_COND_059,FUNCTIONAL_CLASS_026,r_i_lb,d_i,N_i,V_age_overload,V_elem_overload,Risk_Index,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
142460032004071.000,0.10 MI E OF SH 95,5303,25.0,26.3,1972,7,14,52600.0,24.7080299,327.5667063,1.514285714,1.0,496.0295839,"30.555089, -97.406553",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.555089,-97.406553",
10920004518136.000,3.3 MI W OF FM 1417,24327,2.0,23.6,1971,N,2,47200.0,66.06218176,321.4189391,1.542857143,1.0,495.9035061,"33.671014, -96.700111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.671014,-96.700111",
161260025501069.000,2.3 MI S OF FM 735,4782,23.0,32.7,1980,7,2,65400.0,35.04840624,385.4834009,1.285714286,1.0,495.6215154,"27.550722, -98.098128",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.550722,-98.098128",
240720016702002.000,0.4 MI S JCT US 54,13752,10.0,24.5,1941,N,14,49000.0,28.80782264,396.165177,1.25,1.0,495.2064713,"31.846908, -106.443336",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.846908,-106.443336",
142460032004074.000,3.25 MI E OF FM 973,6750,31.0,30.8,1972,7,14,61600.0,15.61054225,326.6505965,1.514285714,1.0,494.6423318,"30.571514, -97.38265",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.571514,-97.382650",
152320002401054.000,1.0 MI W OF US 83,11158,14.0,26.3,1939,6,14,52600.0,24.7080299,385.9690766,1.25,1.025,494.5228794,"29.203789, -99.801567",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.203789,-99.801567",
142270313601045.000,7.2 MI S OF US 183,26192,2.0,23.6,1975,N,12,47200.0,66.06218176,346.0601329,1.428571429,1.0,494.3716185,"30.280892, -97.768233",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.280892,-97.768233",
201760024404034.000,0.60 MI E OF SH 87,3521,17.0,23.6,1934,N,2,47200.0,66.06218176,395.4284014,1.25,1.0,494.2855017,"30.84585, -93.759172",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.845850,-93.759172",
90740004904016.000,0.70 MI NW OF FM 46,5222,36.0,32.7,2010,7,2,65400.0,35.04840624,658.8819986,0.75,1.0,494.1614989,"31.178089, -96.751236",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.178089,-96.751236",
90740004904070.000,0.15 MI NW OF FM 46,5222,36.0,32.7,2010,7,2,65400.0,35.04840624,658.8819986,0.75,1.0,494.1614989,"31.171278, -96.746039",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.171278,-96.746039",
61860029302006.000,25.0 MI SE OF IH 10 BUS,981,61.0,23.6,1949,N,2,47200.0,66.06218176,395.3227019,1.25,1.0,494.1533773,"30.610661, -102.630433",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.610661,-102.630433",
61860029302007.000,24.3 MI SE OF IH 10 BUS,981,61.0,23.6,1949,N,2,47200.0,66.06218176,395.3227019,1.25,1.0,494.1533773,"30.615683, -102.640383",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.615683,-102.640383",
31690004404025.000,2.8 MI E OF US 81,2493,24.0,23.6,1934,N,2,47200.0,66.06218176,395.2632459,1.25,1.0,494.0790574,"33.807547, -97.889544",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.807547,-97.889544",
142270341701001.000,0.3 MI SE OF MCNEIL DR,49006,3.0,23.6,1987,N,14,47200.0,30.95334625,455.0699059,1.085714286,1.0,494.0758979,"30.439464, -97.738994",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.439464,-97.738994",
62220002201059.000,6.20 MI SE OF US 285,1574,38.0,23.6,1948,N,2,47200.0,66.06218176,395.1311215,1.25,1.0,493.9139019,"30.081953, -102.357481",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.081953,-102.357481",
62220002201061.000,3.80 MI SE OF US 285,1574,38.0,23.6,1947,N,2,47200.0,66.06218176,395.1311215,1.25,1.0,493.9139019,"30.109989, -102.371317",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.109989,-102.371317",
121020248301002.000,0.40 MI N OF IH 610,31650,4.0,32.7,1987,6,12,65400.0,35.04840624,443.712823,1.085714286,1.025,493.7889845,"29.819347, -95.355353",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.819347,-95.355353",
51520005301076.000,1.60 MI NW OF FM 400,5777,27.0,26.3,1970,6,14,52600.0,24.7080299,385.3933795,1.25,1.025,493.7852675,"33.433958, -101.663792",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.433958,-101.663792",
121020002801197.000,1.70 MI NE OF FM 526,27394,5.0,32.7,1989,7,12,65400.0,35.04840624,480.0580203,1.028571429,1.0,493.7739637,"29.843025, -95.186181",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.843025,-95.186181",
150830030103017.000,5.30 MI W OF IH 35,4396,29.0,23.6,1925,N,6,47200.0,30.95334625,394.6056394,1.25,1.0,493.2570492,"28.65895, -99.26855",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.658950,-99.268550",
150830030103018.000,4.80 MI W OF IH 35,4396,29.0,23.6,1925,N,6,47200.0,30.95334625,394.6056394,1.25,1.0,493.2570492,"28.657617, -99.260356",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.657617,-99.260356",
150830030103019.000,5.15 MI W OF IH 35,4396,29.0,23.6,1925,N,6,47200.0,30.95334625,394.6056394,1.25,1.0,493.2570492,"28.658556, -99.266136",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.658556,-99.266136",
121020AA2112004,0.25 MI NW OF BELTWAY 8,31769,4.0,24.5,1979,6,16,49000.0,28.80782264,366.078287,1.314285714,1.025,493.1597495,"29.941058, -95.462725",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.941058,-95.462725",
22200035303196.000,SH 114 OVER WHITE CHAPEL,62519,3.0,32.7,2004,7,12,65400.0,35.04840624,657.3573929,0.75,1.0,493.0180447,"32.96125, -97.151039",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.961250,-97.151039",
142270011402490.000,US 290 & SH 130,18750,10.0,32.7,2021,7,12,65400.0,35.04840624,657.157617,0.75,1.0,492.8682128,"30.338794, -97.594586",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.338794,-97.594586",
11170017306053.000,16.5 MI S JCT IH30&SH34,6515,29.0,28.1,1964,7,6,56200.0,20.86843498,394.2777764,1.25,1.0,492.8472205,"32.866503, -96.148647",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.866503,-96.148647",
11170017306075.000,15.4 MILES SOUTH OF IH 30,6515,29.0,28.1,1922,7,6,56200.0,20.86843498,394.2777764,1.25,1.0,492.8472205,"32.880764, -96.141286",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.880764,-96.141286",
121020027106686.000,3.4 Mi W of Fry Rd,31240,6.0,32.7,2013,7,12,65400.0,35.04840624,656.9473266,0.75,1.0,492.7104949,"29.782125, -95.777147",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.782125,-95.777147",
81050015703054.000,2.20 MI S OF KNOX C/L,3242,23.0,23.6,1990,N,2,47200.0,66.06218176,492.5992645,1.0,1.0,492.5992645,"33.368103, -99.653947",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.368103,-99.653947",
161490025402068.000,2.4 MI N OF FM 3162,4666,34.0,32.7,1994,7,2,65400.0,35.04840624,556.021936,0.885714286,1.0,492.4765718,"28.141861, -98.103939",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.141861,-98.103939",
81150000510144.000,0.4 MI E OF IH 20 EXIT,3440,37.0,23.6,1964,N,14,47200.0,30.95334625,393.9741911,1.25,1.0,492.4677389,"32.232711, -101.525508",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.232711,-101.525508",
81150000510149.000,0.2 MI W OF IH 20,3440,37.0,23.6,1964,N,14,47200.0,30.95334625,393.9741911,1.25,1.0,492.4677389,"32.233047, -101.529206",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.233047,-101.529206",
61860014001317.000,0.4 Mi E of FM 1053,3939,29.0,32.7,1983,6,11,65400.0,35.04840624,400.3614493,1.2,1.025,492.4445827,"30.904044, -102.8681",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.904044,-102.868100",
61860014001318.000,2.3 Mi E of SH 18,3939,29.0,32.7,1983,6,11,65400.0,35.04840624,400.3614493,1.2,1.025,492.4445827,"30.894056, -102.848747",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.894056,-102.848747",
61860014001323.000,0.4 Mi E of FM 1053,3939,29.0,32.7,1983,6,11,65400.0,35.04840624,400.3614493,1.2,1.025,492.4445827,"30.904036, -102.868081",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.904036,-102.868081",
121020050003329.000,0.15 MI NW OF BW 8,21750,8.0,23.6,1993,N,17,47200.0,30.95334625,538.5882248,0.914285714,1.0,492.4235198,"29.607989, -95.208472",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.607989,-95.208472",
141440011407191.000,0.5 MI W OF FM 180,9605,20.0,32.7,2005,8,2,65400.0,35.04840624,673.2798839,0.75,0.975,492.3359151,"30.165017, -96.832894",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.165017,-96.832894",
11390169001022.000,0.2 MI W OF US 271,6260,13.0,19.0,1978,5,14,38000.0,42.88209723,348.9745073,1.342857143,1.05,492.0540553,"33.686161, -95.558844",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.686161,-95.558844",
180710017208176.000,3.4 MI W OF FM 1722,12255,15.0,35.4,1986,7,2,70800.0,24.01953696,441.5391382,1.114285714,1.0,492.000754,"32.323903, -96.687272",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.323903,-96.687272",
61860044107016.000,4.5 Mi E of Reeves CL,2105,40.0,29.9,1932,6,1,59800.0,45.60265456,383.9743514,1.25,1.025,491.9671377,"30.941944, -103.333225",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.941944,-103.333225",
180710017204201.000,4.65 MI NW OF US 67,44503,12.0,32.7,2005,7,14,65400.0,12.28125247,655.8630945,0.75,1.0,491.8973209,"32.516742, -97.073031",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.516742,-97.073031",
141440021103031.000,4.3 MI N OF SH 21,5297,24.0,23.6,1935,N,6,47200.0,30.95334625,393.5037002,1.25,1.0,491.8796253,"30.360022, -96.981311",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.360022,-96.981311",
140270025107060.000,7.25 MI S OF US 183,7580,10.0,28.1,1963,7,2,56200.0,51.91272016,393.4984188,1.25,1.0,491.8730235,"30.961206, -98.215769",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.961206,-98.215769",
121020325604335.000,0.85 MI W OF SH 288,83429,6.0,32.7,1997,7,14,65400.0,12.28125247,614.7675675,0.8,1.0,491.814054,"29.597078, -95.400603",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.597078,-95.400603",
21200017101005.000,0.2 MI W OF FM-2210,2127,28.0,23.6,1931,N,2,47200.0,66.06218176,393.4399297,1.25,1.0,491.7999121,"33.066531, -97.943922",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.066531,-97.943922",
100930013808082.000,0.45 MI N OF US 80,17163,6.0,23.6,1971,N,14,47200.0,30.95334625,318.751369,1.542857143,1.0,491.7878265,"32.507006, -94.748372",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.507006,-94.748372",
220640030102012.000,0.05 MI SW OF FM 468,4235,30.0,23.6,1925,N,6,47200.0,30.95334625,393.2622641,1.25,1.0,491.5778302,"28.573828, -99.521067",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.573828,-99.521067",
220640030102025.000,1.0 MI E OF FM 1867,4235,30.0,23.6,1953,N,6,47200.0,30.95334625,393.2622641,1.25,1.0,491.5778302,"28.573325, -99.552733",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.573325,-99.552733",
240720212104307.000,0.58 MI SE OF LP 375,12467,15.0,32.7,2017,7,11,65400.0,35.04840624,655.4227209,0.75,1.0,491.5670407,"31.695283, -106.277575",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.695283,-106.277575",
22200000812385.000,0.4 MI W OF SOUTH DRIVE,163588,1.0,32.7,1995,7,11,65400.0,35.04840624,573.349868,0.857142857,1.0,491.442744,"32.680903, -97.393053",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.680903,-97.393053",
22200000812387.000,0.4 MI W OF TRAIL LAKE DR,163588,1.0,32.7,1995,7,11,65400.0,35.04840624,573.349868,0.857142857,1.0,491.442744,"32.675197, -97.381094",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.675197,-97.381094",
50090005202023.000,3.5 MI NW OF FM 2079,2704,22.0,23.6,1968,N,2,47200.0,66.06218176,392.9907069,1.25,1.0,491.2383836,"34.288178, -102.826178",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.288178,-102.826178",
51520005207021.000,4.00 MI NW OF LP 289,15869,8.0,23.6,1969,N,14,47200.0,30.95334625,392.9589213,1.25,1.0,491.1986517,"33.649972, -101.947633",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.649972,-101.947633",
191030009608044.000,1.95 MI SW OF LP 390,8493,7.0,23.6,1935,N,2,47200.0,66.06218176,392.7462768,1.25,1.0,490.932846,"32.53605, -94.42485",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.536050,-94.424850",
180610013510122.000,0.70 MI E OF LP 288,35226,6.0,23.6,1999,N,14,47200.0,30.95334625,654.217545,0.75,1.0,490.6631588,"33.234708, -97.077689",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.234708,-97.077689",
180570237403187.000,AT INT IH 35E,7386,13.0,32.7,1974,7,11,65400.0,35.04840624,336.527787,1.457142857,1.0,490.3690611,"32.643142, -96.822361",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.643142,-96.822361",
142270153501006.000,3.15 MI SW OF US 183,5446,25.0,24.5,1958,N,17,49000.0,28.80782264,392.2185053,1.25,1.0,490.2731316,"30.109919, -97.72205",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.109919,-97.722050",
142270153501007.000,1.25 MI NE OF FM 1327,5446,25.0,24.5,1958,N,17,49000.0,28.80782264,392.2185053,1.25,1.0,490.2731316,"30.105708, -97.724675",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.105708,-97.724675",
120800351004004.000,1.55 MI N OF FM 1093,31574,5.0,32.7,1994,7,12,65400.0,35.04840624,553.3091893,0.885714286,1.0,490.0738534,"29.72295, -95.772631",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.722950,-95.772631",
120800351004006.000,0.95 MI N OF FM 1093,31574,5.0,32.7,1994,7,12,65400.0,35.04840624,553.3091893,0.885714286,1.0,490.0738534,"29.714175, -95.773264",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.714175,-95.773264",
201460002804025.000,1.3 MI W OF FM 160,13386,15.0,29.0,1928,6,14,58000.0,19.04815867,382.467978,1.25,1.025,490.0370968,"30.056881, -94.764503",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.056881,-94.764503",
241160000209119.000,6.11 MI W OF ALLAMORE RD,8715,37.0,38.1,1965,7,1,76200.0,12.15459216,391.9309015,1.25,1.0,489.9136269,"31.101311, -105.10145",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.101311,-105.101450",
241160000209125.000,10.1 MI W OF ALLAMORE RD,8715,37.0,38.1,1965,7,1,76200.0,12.15459216,391.9309015,1.25,1.0,489.9136269,"31.118458, -105.166022",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.118458,-105.166022",
20730025802004.000,1.0 MI NW OF US 281,1561,38.0,23.6,1933,N,2,47200.0,66.06218176,391.8676498,1.25,1.0,489.8345622,"32.037417, -98.095886",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.037417,-98.095886",
102010013803017.000,2.2 MI N OF FM 2276,5370,16.0,29.9,1923,7,2,59800.0,45.60265456,391.818008,1.25,1.0,489.77251,"32.241836, -94.854922",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.241836,-94.854922",
111140011706053.000,7.10 MI SW OF SH 7,2695,22.0,23.6,1936,N,2,47200.0,66.06218176,391.6826757,1.25,1.0,489.6033446,"31.243386, -95.570289",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.243386,-95.570289",
111140011706054.000,0.35 MI NE OF FM 2967,2695,22.0,23.6,1936,N,2,47200.0,66.06218176,391.6826757,1.25,1.0,489.6033446,"31.238822, -95.579111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.238822,-95.579111",
162050037104102.000,0.01 Mi sw of BU 77,6650,28.0,32.7,2017,N,2,65400.0,35.04840624,652.6013242,0.75,1.0,489.4509931,"28.066056, -97.492756",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.066056,-97.492756",
31690004404027.000,1.7 MI E OF FM 1861,2623,24.0,25.4,1934,6,2,50800.0,60.68108896,381.9995912,1.25,1.025,489.4369763,"33.790469, -97.801622",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.790469,-97.801622",
161490025402070.000,1.1 MI N OF JIM WELLS C/L,4637,34.0,32.7,1994,7,2,65400.0,35.04840624,552.5661631,0.885714286,1.0,489.4157445,"28.073658, -98.099031",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.073658,-98.099031",
161490025402072.000,0.1 MI N OF JIM WELLS C/L,4637,34.0,32.7,1994,7,2,65400.0,35.04840624,552.5661631,0.885714286,1.0,489.4157445,"28.059575, -98.097697",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.059575,-98.097697",
121020168501033.000,0.70 MI NE OF SH 249,25738,5.0,23.6,1982,N,14,47200.0,30.95334625,398.3386129,1.228571429,1.0,489.3874387,"29.966069, -95.538447",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.966069,-95.538447",
101080019706060.000,1.5 MI SE OF FM 2329,6000,11.0,26.3,1930,6,2,52600.0,57.85119664,381.8178978,1.25,1.025,489.2041816,"32.23915, -95.901908",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.239150,-95.901908",
120800008909213.000,7.3 Mi S of SH 36,13292,14.0,32.7,2008,7,2,65400.0,35.04840624,652.208782,0.75,1.0,489.1565865,"29.494456, -95.911689",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.494456,-95.911689",
10750004521267.000,2.5 MI E of SH 78,9542,20.0,32.7,2021,8,12,65400.0,35.04840624,668.8637847,0.75,0.975,489.1066426,"33.603497, -96.131008",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.603497,-96.131008",
91610025809075.000,1.5 Mi NW of US 84,13212,7.0,30.8,1963,7,12,61600.0,42.30827584,391.2838583,1.25,1.0,489.1048228,"31.520497, -97.2123",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.520497,-97.212300",
22200008007033.000,0.1 MILE SW OF RM 2871,38964,7.0,31.7,1926,6,14,63400.0,13.99475969,381.7042717,1.25,1.025,489.0585981,"32.660286, -97.488453",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.660286,-97.488453",
221360002302010.000,1.50 MI E OF FM 3008,3289,18.0,23.6,1929,N,2,47200.0,66.06218176,391.1013285,1.25,1.0,488.8766606,"29.3514, -100.588114",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.351400,-100.588114",
221360002302012.000,0.10 MI E OF FM 3008,3289,18.0,23.6,1929,N,2,47200.0,66.06218176,391.1013285,1.25,1.0,488.8766606,"29.357131, -100.609897",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.357131,-100.609897",
102120042401018.000,0.1 MI E OF FM 2908,14039,9.0,23.6,1961,N,6,47200.0,30.95334625,391.0986252,1.25,1.0,488.8732815,"32.361217, -95.170492",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.361217,-95.170492",
82210239801017.000,3.65 MI S OF IH 20,10597,18.0,32.7,2000,8,12,65400.0,35.04840624,668.5343297,0.75,0.975,488.8657286,"32.415153, -99.701839",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.415153,-99.701839",
51520005318077.000,1.40 MI E OF IH 27,4010,15.0,24.5,1966,6,12,49000.0,63.418084,381.4597753,1.25,1.025,488.7453371,"33.529731, -101.818922",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.529731,-101.818922",
142270001513526.000,IH 35/US 290/SH 71 INTRCH,12390,15.0,32.7,2011,7,11,65400.0,35.04840624,651.37463,0.75,1.0,488.5309725,"30.216769, -97.750306",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.216769,-97.750306",
142270001513543.000,IH 35/US 290/SH 71 INTRCH,12390,15.0,32.7,2011,7,11,65400.0,35.04840624,651.37463,0.75,1.0,488.5309725,"30.214731, -97.751808",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.214731,-97.751808",
141060001602109.000,1.1 MI N OF RM 150,116120,17.0,40.8,1961,7,11,81600.0,1.97872,390.6072429,1.25,1.0,488.2590536,"30.003097, -97.866392",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.003097,-97.866392",
121020002713230.000,4.0 MI S OF WESTPARK TOLL,18820,7.0,32.7,1988,7,11,65400.0,35.04840624,461.7277038,1.057142857,1.0,488.112144,"29.660106, -95.558467",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.660106,-95.558467",
121020002713231.000,4.0 MI S OF WESTPARK TOLL,18820,7.0,32.7,1988,7,11,65400.0,35.04840624,461.7277038,1.057142857,1.0,488.112144,"29.661328, -95.559006",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.661328,-95.559006",
121020011006150.000,0.7 MI E OF GREENS CROSS,44028,3.0,32.7,1989,6,12,65400.0,35.04840624,462.933369,1.028571429,1.025,488.0640376,"29.940883, -95.413094",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.940883,-95.413094",
142270313601099.000,0.5 MI N OF US 290,39051,4.0,32.7,1993,8,12,65400.0,35.04840624,547.4701248,0.914285714,0.975,488.0305113,"30.238719, -97.819167",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.238719,-97.819167",
120800008909212.000,7.3 Mi S of SH 36,13258,14.0,32.7,2008,7,2,65400.0,35.04840624,650.5404779,0.75,1.0,487.9053584,"29.493931, -95.911786",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.493931,-95.911786",
30120015606204.000,0.269 MI. W OF US 183,4640,40.0,32.7,2014,N,2,65400.0,35.04840624,650.4984198,0.75,1.0,487.8738149,"33.669028, -99.144447",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.669028,-99.144447",
121020325601042.000,1.7 MI N OF US 59,28257,12.0,32.7,1984,7,14,65400.0,12.28125247,416.4376213,1.171428571,1.0,487.8269278,"29.684736, -95.558739",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.684736,-95.558739",
121020017707194.000,1.22 MI S OF BWY 8,19330,9.0,32.7,1997,7,12,65400.0,35.04840624,609.7371234,0.8,1.0,487.7896987,"29.925689, -95.30195",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.925689,-95.301950",
130900028704010.000,3.45 MI N OF US 87,5252,24.0,23.6,1933,N,7,47200.0,30.95334625,390.1607388,1.25,1.0,487.7009236,"29.316025, -97.756536",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.316025,-97.756536",
180610131502010.000,2.45 Mi. S of US 380,48119,11.0,32.7,2015,N,14,65400.0,12.28125247,650.0577464,0.75,1.0,487.5433098,"33.184106, -96.887153",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.184106,-96.887153",
111870017605103.000,1.0 MI SW OF BUS 59,6569,47.0,32.7,1980,7,14,65400.0,12.28125247,379.1750732,1.285714286,1.0,487.5108084,"30.711892, -94.9529",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.711892,-94.952900",
10920004703424.000,4.1 MI S OF FM 1417,50688,16.0,39.0,2005,7,2,78000.0,8.013816,649.9268887,0.75,1.0,487.4451665,"33.553081, -96.606511",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.553081,-96.606511",
201810049903002.000,0.20 MI SW OF NEWTON C/L,5900,10.0,23.6,1941,N,2,47200.0,66.06218176,389.7668724,1.25,1.0,487.2085905,"30.242031, -93.824328",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.242031,-93.824328",
201810049903003.000,1.40 MI SW OF NEWTON C/L,5900,10.0,23.6,1941,N,2,47200.0,66.06218176,389.7668724,1.25,1.0,487.2085905,"30.231289, -93.839861",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.231289,-93.839861",
201810049903004.000,0.70 MI SW OF NEWTON C/L,5900,10.0,23.6,1941,N,2,47200.0,66.06218176,389.7668724,1.25,1.0,487.2085905,"30.237142, -93.831403",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.237142,-93.831403",
121020059801486.000,0.79 Mi S of SamHoustonTL,23755,8.0,32.7,2020,8,12,65400.0,35.04840624,666.0599122,0.75,0.975,487.0563108,"29.585686, -95.386322",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.585686,-95.386322",
180570237407450.000,AT INT IH 635 AND PGBT,38004,5.0,32.7,2005,8,12,65400.0,35.04840624,665.9898154,0.75,0.975,487.0050525,"32.917592, -96.934481",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.917592,-96.934481",
81150054804007.000,4.6 MI W OF FM 2599,4431,23.0,23.6,1971,N,6,47200.0,30.95334625,315.4548377,1.542857143,1.0,486.7017495,"32.271017, -101.689081",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.271017,-101.689081",
