STRUCTURE_NUMBER_008,LOCATION_009,lat,lon,"coordinates (lat, lon)",YEAR_BUILT_027,AGE,STRUCTURE_KIND_043A,FRACTURE_092A,is_steel,ADT_029,PERCENT_ADT_TRUCK_109,TRAFFIC_LANES_ON_028A,SLF,ADT_b,pi_T,T1,AM_years,AE_years,Pf_fatigue,Risk_Level,Risk_Explanation,Street_View_URL
201240002806139,'3.2 MI W OF FM 364',30.06018055555556,-94.24243611111112,"30.060181, -94.242436",1966,59,1,N  ,False,8032,9.0,2,0.85,8032,0.09,224273.52,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.060181,-94.242436"
201240002806140,'5.0 MI E OF SH 326',30.04892777777778,-94.32480277777778,"30.048928, -94.324803",1969,56,1,N  ,False,5805,16.0,2,0.85,5805,0.16,288160.2,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.048928,-94.324803"
201240002806141,'5.0 MI E OF SH 326',30.04888055555556,-94.32511388888888,"30.048881, -94.325114",1969,56,1,N  ,False,5805,16.0,2,0.85,5805,0.16,288160.2,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.048881,-94.325114"
201220B00405002,'0.1 MI E OF US 96',30.92076388888889,-93.99479722222222,"30.920764, -93.994797",1999,26,5,N  ,False,2540,0.0,2,0.85,2540,0.0,0.0,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.920764,-93.994797"
210310003907213,'1.90 MI NW OF FM 508',26.27029444444444,-97.74703611111111,"26.270294, -97.747036",1972,53,5,N  ,False,12543,23.0,2,0.85,12543,0.23,895037.1225,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.270294,-97.747036"
210310003907214,'1.90 MI NW OF FM 508',26.27028333333333,-97.74702222222224,"26.270283, -97.747022",1972,53,5,N  ,False,12543,23.0,2,0.85,12543,0.23,895037.1225,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.270283,-97.747022"
210310003907215,'1.50 MI NW OF LP 499',26.24846388888889,-97.72759166666668,"26.248464, -97.727592",1972,53,5,N  ,False,15278,23.0,2,0.85,15278,0.23,1090199.885,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.248464,-97.727592"
210310003907216,'1.50 MI NW OF LP 499',26.24846388888889,-97.72736944444443,"26.248464, -97.727369",1972,53,5,N  ,False,15278,23.0,2,0.85,15278,0.23,1090199.885,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.248464,-97.727369"
210310003907301,'1.10 MI NW OF FM 1479',26.18223888888889,-97.71473055555556,"26.182239, -97.714731",2004,21,5,N  ,False,46437,8.0,4,0.65,46437,0.08,881374.2600000001,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.182239,-97.714731"
210310003907302,'1.10 MI NW OF FM 1479',26.181919444444446,-97.7142,"26.181919, -97.714200",2005,20,5,N  ,False,46437,8.0,4,0.65,46437,0.08,881374.2600000001,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.181919,-97.714200"
210310003907305,'0.20 MI NW OF FM 1479',26.175316666666667,-97.7022,"26.175317, -97.702200",2005,20,5,N  ,False,50624,7.0,3,0.8,50624,0.07,1034754.5600000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.175317,-97.702200"
210310003907306,'0.20 MI NW OF FM 1479',26.17521111111111,-97.70233333333334,"26.175211, -97.702333",2004,21,5,N  ,False,50624,7.0,3,0.8,50624,0.07,1034754.5600000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.175211,-97.702333"
210310003907307,'1.40 MI NW OF FM 801',26.173483333333333,-97.70076388888889,"26.173483, -97.700764",2005,20,5,N  ,False,50624,8.0,3,0.8,50624,0.08,1182576.64,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.173483,-97.700764"
210310003907308,'1.40 MI NW OF FM 801',26.17341388888889,-97.70092222222225,"26.173414, -97.700922",2004,21,5,N  ,False,50624,8.0,3,0.8,50624,0.08,1182576.64,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.173414,-97.700922"
210310003907309,'0.95 MI NW OF FM 801',26.16850833333333,-97.694525,"26.168508, -97.694525",2005,20,5,N  ,False,39120,7.0,3,0.8,39120,0.07,799612.8000000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.168508,-97.694525"
210310003907310,'0.95 MI NW OF FM 801',26.16836388888889,-97.6946,"26.168364, -97.694600",2004,21,5,N  ,False,39120,7.0,4,0.65,39120,0.07,649685.4000000001,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.168364,-97.694600"
201460351002311,'.50 MI E of US 69',30.06065,-94.98923888888888,"30.060650, -94.989239",2019,6,5,N  ,False,15700,10.0,2,0.85,15700,0.1,487092.5,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.060650,-94.989239"
210310003907326,'0.45 Mi NW of FM 801',26.164369444444443,-97.68786944444444,"26.164369, -97.687869",2005,20,5,N  ,False,39120,7.0,3,0.8,39120,0.07,799612.8000000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.164369,-97.687869"
210310003907327,'0.45 Mi NW of FM 801',26.164241666666666,-97.68796111111112,"26.164242, -97.687961",2004,21,5,N  ,False,39120,7.0,3,0.8,39120,0.07,799612.8000000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.164242,-97.687961"
210310003907328,'1.50 Mi NW of FM 509',26.16051111111111,-97.68180277777778,"26.160511, -97.681803",2005,20,5,N  ,False,39120,7.0,3,0.8,39120,0.07,799612.8000000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.160511,-97.681803"
210310003907329,'1.50 Mi NW of FM 509',26.160355555555554,-97.68188611111113,"26.160356, -97.681886",2005,20,5,N  ,False,63260,7.0,3,0.8,63260,0.07,1293034.4000000004,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.160356,-97.681886"
210310003907330,'1.50 MI SE OF FM 801',26.14974722222222,-97.6671027777778,"26.149747, -97.667103",2005,20,5,N  ,False,29090,8.0,3,0.8,29090,0.08,679542.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.149747,-97.667103"
210310003907331,'1.50 MI SE OF FM 801',26.14985833333333,-97.66753333333334,"26.149858, -97.667533",2004,21,5,N  ,False,29090,8.0,3,0.8,29090,0.08,679542.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.149858,-97.667533"
210310003907334,'0.80 MI NW OF FM 1479',26.180872222222224,-97.7126,"26.180872, -97.712600",2004,21,1,N  ,False,9725,1.0,3,0.8,9725,0.01,28397.0,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.180872,-97.712600"
210310003907335,'0.50 MI NW OF FM 509',26.15460277777777,-97.67383333333332,"26.154603, -97.673833",2004,21,1,N  ,False,96376,8.0,13,0.65,96376,0.08,1829216.48,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.154603,-97.673833"
210310003907360,'0.40 MI S OF SPUR 54',26.18951388888889,-97.7176,"26.189514, -97.717600",2007,18,5,N  ,False,19955,19.0,2,0.85,19955,0.19,1176297.3625,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.189514,-97.717600"
210310003907361,'0.40 MI S OF SPUR 54',26.19002777777778,-97.71800833333332,"26.190028, -97.718008",2007,18,5,N  ,False,19955,19.0,2,0.85,19955,0.19,1176297.3625,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.190028,-97.718008"
210310003907362,'1.50 MI NW OF FM 2520',26.14040555555556,-97.65508333333334,"26.140406, -97.655083",2005,20,5,N  ,False,29090,8.0,3,0.8,29090,0.08,679542.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.140406,-97.655083"
210310003907363,'1.50 MI NW OF FM 2520',26.140361111111112,-97.65528333333334,"26.140361, -97.655283",2005,20,5,N  ,False,29090,8.0,3,0.8,29090,0.08,679542.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.140361,-97.655283"
210310003907364,'1.00 MI NW OF FM 2520',26.135683333333333,-97.64908055555556,"26.135683, -97.649081",2005,20,5,N  ,False,30150,8.0,3,0.8,30150,0.08,704304.0,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.135683,-97.649081"
210310003907325,'0.80 MI NW OF FM 801',26.16843888888889,-97.69456666666667,"26.168439, -97.694567",2004,21,1,N  ,False,101410,8.0,13,0.65,101410,0.08,1924761.8,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.168439,-97.694567"
210240069602005,'1.50 MI W OF US 281',27.19292777777778,-98.17506666666668,"27.192928, -98.175067",1969,56,1,N  ,False,333,35.0,2,0.85,333,0.35,36159.6375,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.192928,-98.175067"
210240069602006,'1.00 MI W OF US 281',27.191875,-98.16494722222222,"27.191875, -98.164947",1969,56,1,N  ,False,333,35.0,2,0.85,333,0.35,36159.6375,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.191875,-98.164947"
210240069602007,'0.20 MI S OF FM 1418',27.24906388888889,-98.17072777777778,"27.249064, -98.170728",1971,54,1,N  ,False,260,35.0,2,0.85,260,0.35,28232.75,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.249064,-98.170728"
210240069603004,'1.18 MI E OF US 281',27.255877777777776,-98.12390555555557,"27.255878, -98.123906",1965,60,1,N  ,False,237,2.0,2,0.85,237,0.02,1470.585,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.255878,-98.123906"
210240069603008,'2.00 MI N OF SH 285',27.252436111111116,-98.11923888888887,"27.252436, -98.119239",1992,33,1,N  ,False,111,7.0,2,0.85,111,0.07,2410.6425,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.252436,-98.119239"
210240170301001,'0.10 MI E OF US 281',27.219269444444443,-98.13901666666668,"27.219269, -98.139017",2001,24,1,N  ,False,734,4.0,2,0.85,734,0.04,9108.94,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.219269,-98.139017"
210240170301002,'0.70 MI E OF US 281',27.21826944444444,-98.13008333333332,"27.218269, -98.130083",2001,24,1,N  ,False,734,6.0,2,0.85,734,0.06,13663.409999999998,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.218269,-98.130083"
210240170301003,'4.60 MI E OF US 281',27.212658333333334,-98.06794722222222,"27.212658, -98.067947",2001,24,1,N  ,False,272,6.0,2,0.85,272,0.06,5063.28,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.212658,-98.067947"
210240AA0101001,'1.40 MI N OF SH 285',27.247977777777777,-98.15432222222223,"27.247978, -98.154322",2019,6,5,N  ,False,858,3.0,2,0.85,858,0.03,7985.835,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.247978,-98.154322"
210240AA0118001,'0.76 MI S OF JCT FM 2191',27.201077777777776,-98.05616111111112,"27.201078, -98.056161",1981,44,1,N  ,False,167,3.0,2,0.85,167,0.03,1554.3524999999995,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.201078,-98.056161"
210240AA0130001,'0.70 MI N OF SH 285',27.23878611111111,-98.15557222222225,"27.238786, -98.155572",1950,75,1,N  ,False,415,3.0,2,0.85,415,0.03,3862.6125,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.238786,-98.155572"
210240AA0220001,'0.85 MI S OF SH 285',27.21390555555556,-98.07258888888887,"27.213906, -98.072589",2019,6,5,N  ,False,128,3.0,2,0.85,128,0.03,1191.36,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.213906,-98.072589"
210310003907210,'1.10 MI S  OF FM 2994',26.19540555555556,-97.71970555555556,"26.195406, -97.719706",1971,54,5,N  ,False,19955,19.0,2,0.85,19955,0.19,1176297.3625,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.195406,-97.719706"
210240B00270001,'0.15 MI N OF SH 285',27.22852222222222,-98.14254722222223,"27.228522, -98.142547",1976,49,1,N  ,False,344,3.0,2,0.85,344,0.03,3201.78,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.228522,-98.142547"
210240B00560001,'0.15 MI N OF SH 285',27.227980555555558,-98.14004166666668,"27.227981, -98.140042",1940,85,1,N  ,False,114,3.0,2,0.85,114,0.03,1061.0549999999998,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.227981,-98.140042"
210310003906257,'2.00 MI E OF FM 800',26.180308333333336,-97.75125277777778,"26.180308, -97.751253",1997,28,1,N  ,False,13443,2.0,5,0.65,13443,0.02,63787.03500000001,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.180308,-97.751253"
210310003907044,'1.40 MI NW OF FM 801',26.173350000000003,-97.70115833333334,"26.173350, -97.701158",1957,68,1,N  ,False,10551,3.0,3,0.8,10551,0.03,92426.76,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.173350,-97.701158"
210310003907045,'1.40 MI NW OF FM 801',26.17358888888889,-97.70055833333332,"26.173589, -97.700558",1957,68,1,N  ,False,9768,3.0,3,0.8,9768,0.03,85567.68,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.173589,-97.700558"
210310003907067,'0.25 MI N  OF FM 2994',26.21496388888889,-97.7215361111111,"26.214964, -97.721536",1961,64,2,N  ,False,9454,23.0,2,0.85,9454,0.23,674613.805,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.214964,-97.721536"
210310003907068,'0.25 MI N  OF FM 2994',26.214977777777776,-97.7207,"26.214978, -97.720700",1961,64,2,N  ,False,8913,23.0,2,0.85,8913,0.23,636009.3975,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.214978,-97.720700"
210310003907203,'US 77/83 INTERCHANGE',26.187880555555555,-97.71706666666668,"26.187881, -97.717067",1971,54,5,N  ,False,92873,9.0,2,0.85,92873,0.09,2593246.3425,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.187881,-97.717067"
210310003907205,'0.25 MI N  OF FM 2994',26.215263888888888,-97.72124722222222,"26.215264, -97.721247",1971,54,5,N  ,False,9450,23.0,2,0.85,9450,0.23,674328.375,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.215264,-97.721247"
210310003907206,'0.25 MI N  OF FM 2994',26.215169444444445,-97.72104444444444,"26.215169, -97.721044",1971,54,5,N  ,False,9450,23.0,2,0.85,9450,0.23,674328.375,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.215169,-97.721044"
210310003907207,'1.10 MI N  OF SPUR 54',26.21142777777778,-97.72124722222222,"26.211428, -97.721247",1971,54,5,N  ,False,9450,23.0,2,0.85,9450,0.23,674328.375,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.211428,-97.721247"
210310003907208,'1.10 MI N  OF SPUR 54',26.21144444444444,-97.72125,"26.211444, -97.721250",1971,54,5,N  ,False,9450,23.0,2,0.85,9450,0.23,674328.375,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.211444,-97.721250"
210310003907209,'1.10 MI S  OF FM 2994',26.19540555555556,-97.71992222222222,"26.195406, -97.719922",1971,54,5,N  ,False,19955,19.0,2,0.85,19955,0.19,1176297.3625,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.195406,-97.719922"
210240B00055001,'0.08 E OF N WILLIAMS ST',27.227138888888888,-98.13898888888887,"27.227139, -98.138989",1976,49,1,N  ,False,697,3.0,2,0.85,697,0.03,6487.327499999999,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.227139,-98.138989"
210310003908353,'1.20 Mi NW of FM 511',26.042816666666667,-97.54716944444444,"26.042817, -97.547169",2007,18,5,N  ,False,22300,9.0,3,0.8,22300,0.09,586044.0,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.042817,-97.547169"
210310003908354,'2.05 Mi SE of SH 100',26.056344444444445,-97.56205833333333,"26.056344, -97.562058",2007,18,5,N  ,False,30029,9.0,3,0.8,30029,0.09,789162.12,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.056344,-97.562058"
210310003908355,'2.05 Mi SE of SH 100',26.05625,-97.56219166666666,"26.056250, -97.562192",2007,18,5,N  ,False,30029,9.0,3,0.8,30029,0.09,789162.12,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.056250,-97.562192"
210310003908388,'2.70 Mi SE of FM 732',26.08093333333333,-97.5798361111111,"26.080933, -97.579836",2006,19,5,N  ,False,30029,8.0,3,0.8,30029,0.08,701477.4400000001,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.080933,-97.579836"
210310003908389,'2.70 Mi SE of FM 732',26.080902777777776,-97.57958888888888,"26.080903, -97.579589",2006,19,5,N  ,False,30029,8.0,3,0.8,30029,0.08,701477.4400000001,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.080903,-97.579589"
210310003908432,'IH69E/SH 550 INTERCHANG',26.029691666666665,-97.53253611111111,"26.029692, -97.532536",2015,10,5,N  ,False,16835,8.0,2,0.85,16835,0.08,417844.7,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.029692,-97.532536"
210310003908453,'2.3 MI S OF I-169',25.997375,-97.5250972222222,"25.997375, -97.525097",2020,5,5,N  ,False,5660,10.0,1,1.0,5660,0.1,206590.0,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.997375,-97.525097"
210310003908454,'2.3 MI S OF I-169',25.997086111111116,-97.52565,"25.997086, -97.525650",2020,5,5,N  ,False,5660,10.0,2,0.85,5660,0.1,175601.5,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.997086,-97.525650"
210310003909234,'0.90 MI S OF FM 3248',25.96692222222222,-97.51223888888887,"25.966922, -97.512239",1990,35,5,N  ,False,28265,8.0,3,0.8,28265,0.08,660270.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.966922,-97.512239"
210310003909235,'0.90 MI S OF FM 3248',25.966908333333333,-97.51243055555555,"25.966908, -97.512431",1990,35,5,N  ,False,28265,8.0,3,0.8,28265,0.08,660270.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.966908,-97.512431"
210310003909236,'2.80 Mi S  of FM 1732',25.978536111111108,-97.5181361111111,"25.978536, -97.518136",1990,35,5,N  ,False,30810,8.0,3,0.8,30810,0.08,719721.6000000001,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.978536,-97.518136"
210310003909237,'2.80 Mi S  of FM 1732',25.978541666666665,-97.5181361111111,"25.978542, -97.518136",1990,35,5,N  ,False,30810,8.0,3,0.8,30810,0.08,719721.6000000001,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.978542,-97.518136"
210310003907365,'1.00 MI NW OF FM 2520',26.13555833333333,-97.64921111111111,"26.135558, -97.649211",2005,20,5,N  ,False,30150,8.0,3,0.8,30150,0.08,704304.0,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.135558,-97.649211"
210310003910094,'0.60 MI E OF FM 511',25.91705555555556,-97.39778333333334,"25.917056, -97.397783",1940,85,1,N  ,False,5859,5.0,2,0.85,5859,0.05,90887.7375,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.917056,-97.397783"
210310003910336,'4.45 MI E OF FM 1419',25.95278888888889,-97.32648611111112,"25.952789, -97.326486",2002,23,1,N  ,False,4683,7.0,2,0.85,4683,0.07,101703.0525,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.952789,-97.326486"
210310003910337,'4.95 MI E OF FM 1419',25.95395555555556,-97.318525,"25.953956, -97.318525",2002,23,1,N  ,False,4683,7.0,2,0.85,4683,0.07,101703.0525,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.953956,-97.318525"
210310003912030,'1.50 Mi NW of FM 1846',26.16556111111111,-97.66401111111112,"26.165561, -97.664011",1946,79,2,N  ,False,19251,2.0,5,0.65,19251,0.02,91345.995,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.165561,-97.664011"
210310003912032,'0.95 Mi NW of SH 345',26.14662222222222,-97.63808055555556,"26.146622, -97.638081",1946,79,2,N  ,False,19613,1.0,4,0.65,19613,0.01,46531.8425,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.146622,-97.638081"
210310003912033,'0.20 Mi NW of SH 345',26.14052222222222,-97.6293972222222,"26.140522, -97.629397",1946,79,2,N  ,False,16540,1.0,5,0.65,16540,0.01,39241.15,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.140522,-97.629397"
210310003912034,'0.01 Mi S  of FM 732',26.111786111111112,-97.60618055555555,"26.111786, -97.606181",1950,75,1,N  ,False,4913,1.0,2,0.85,4913,0.01,15242.5825,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.111786,-97.606181"
210310003912050,'0.01 Mi S  of FM 732',26.111933333333333,-97.60591388888888,"26.111933, -97.605914",1958,67,1,N  ,False,4913,1.0,2,0.85,4913,0.01,15242.5825,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.111933,-97.605914"
210310003912280,'0.75 MI NW OF SH 345',26.14883611111111,-97.64140555555556,"26.148836, -97.641406",1997,28,1,N  ,False,21820,2.0,5,0.65,21820,0.02,103535.9,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.148836,-97.641406"
210310003916172,'0.02 MI NE OF US 77',25.90878333333333,-97.48759444444444,"25.908783, -97.487594",1969,56,1,N  ,False,5440,8.0,3,0.8,5440,0.08,127078.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.908783,-97.487594"
210310003916264,'0.25 MI NW OF SH 4',25.907675,-97.48733888888889,"25.907675, -97.487339",2000,25,5,N  ,False,2744,10.0,1,1.0,2744,0.1,100156.0,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.907675,-97.487339"
210310003916265,'0.25 MI NW OF SH 4',25.907663888888887,-97.48656944444444,"25.907664, -97.486569",2000,25,5,N  ,False,5440,8.0,2,0.85,5440,0.08,135020.8,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.907664,-97.486569"
210310003916268,'US 77 AND SH 4',25.903177777777778,-97.48305,"25.903178, -97.483050",1999,26,5,N  ,False,2744,10.0,2,0.85,2744,0.1,85132.59999999999,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.903178,-97.483050"
210310003910084,'0.25 MI E OF FM 1419',25.91727777777778,-97.37785555555556,"25.917278, -97.377856",1962,63,2,N  ,False,7600,11.0,2,0.85,7600,0.11,259369.0,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.917278,-97.377856"
210310003907366,'0.50 MI NW OF FM 2520',26.130994444444443,-97.64246111111112,"26.130994, -97.642461",2005,20,5,N  ,False,39897,8.0,3,0.8,39897,0.08,931993.9200000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.130994,-97.642461"
210310003907367,'0.50 MI NW OF FM 2520',26.13095,-97.6426888888889,"26.130950, -97.642689",2005,20,5,N  ,False,39897,8.0,4,0.65,39897,0.08,757245.0600000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.130950,-97.642689"
210310003907368,'2.10 MI NW OF FM 732',26.12668888888889,-97.636475,"26.126689, -97.636475",2005,20,5,N  ,False,39897,8.0,3,0.8,39897,0.08,931993.9200000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.126689,-97.636475"
210310003907369,'2.10 MI NW OF FM 732',26.12658055555556,-97.63661111111112,"26.126581, -97.636611",2005,20,5,N  ,False,39897,8.0,3,0.8,39897,0.08,931993.9200000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.126581,-97.636611"
210310003907370,'0.50 MI SE OF SH 345',26.122108333333333,-97.63022222222222,"26.122108, -97.630222",2005,20,5,N  ,False,39897,8.0,3,0.8,39897,0.08,931993.9200000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.122108,-97.630222"
210310003907371,'0.50 MI SE OF SH 345',26.122097222222223,-97.63020833333331,"26.122097, -97.630208",2005,20,5,N  ,False,39897,8.0,3,0.8,39897,0.08,931993.9200000002,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.122097,-97.630208"
210310003907372,'1.52 MI SE OF SH 345',26.113736111111116,-97.6169,"26.113736, -97.616900",2005,20,5,N  ,False,22880,9.0,3,0.8,22880,0.09,601286.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.113736,-97.616900"
210310003907373,'1.52 MI SE OF SH 345',26.11360277777778,-97.61698888888888,"26.113603, -97.616989",2005,20,5,N  ,False,22880,9.0,3,0.8,22880,0.09,601286.4,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.113603,-97.616989"
210310003907374,'0.7 MI NW OF FM 2520',26.132191666666667,-97.64551111111112,"26.132192, -97.645511",2006,19,5,N  ,False,2393,3.0,3,0.8,2393,0.03,20962.68,,,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.132192,-97.645511"
